date,branch_id,region,recruited_today,disbursed_amount_ksh,daily_dues_ksh,collected_ksh,missed_calls,arrears_new_ksh,par_percent,daily_target_ksh
2025-04-24,BR002,Nyanza,12,5542,24279,25023,1,0,4.6,650000
2025-04-25,BR002,Nyanza,4,4485,18663,17627,2,0,2.95,650000
2025-04-26,BR002,Nyanza,4,2835,22699,19841,2,2,0.74,650000
2025-04-27,BR002,Nyanza,2,5735,25049,25481,2,0,3.31,650000
2025-04-28,BR002,Nyanza,2,2900,18645,13757,1,1,5.58,650000
2025-04-29,BR002,Nyanza,6,3518,22281,16897,0,1,1.78,650000
2025-04-30,BR002,Nyanza,0,0,18168,17582,0,3,4.58,650000
2024-11-01,BR003,RiftValleySouth,12,15850,53082,38176,1,2,1.37,1800000
2024-11-02,BR003,RiftValleySouth,14,12385,63500,57659,1,1,3.67,1800000
2024-11-03,BR003,RiftValleySouth,12,10062,63560,60614,1,0,5.01,1800000
2024-11-04,BR003,RiftValleySouth,6,6385,48257,47110,5,1,2.94,1800000
2024-11-05,BR003,RiftValleySouth,12,11883,64329,56560,4,1,3.17,1800000
2024-11-06,BR003,RiftValleySouth,4,13157,51445,43122,0,3,5.07,1800000
2024-11-07,BR003,RiftValleySouth,18,9790,51932,44441,1,1,1.62,1800000
2024-11-08,BR003,RiftValleySouth,6,8125,67908,51567,1,1,5.78,1800000
2024-11-09,BR003,RiftValleySouth,14,15109,62405,52926,2,2,4.64,1800000
2024-11-10,BR003,RiftValleySouth,14,9750,52291,54689,1,0,4.79,1800000
2024-11-11,BR003,RiftValleySouth,12,8472,53848,40532,1,2,5.15,1800000
2024-11-12,BR003,RiftValleySouth,4,5725,51276,43153,3,0,5.15,1800000
2024-11-13,BR003,RiftValleySouth,22,23211,53052,35429,2,2,5.67,1800000
2024-11-14,BR003,RiftValleySouth,8,18375,57502,40281,3,0,3.62,1800000
2024-11-15,BR003,RiftValleySouth,16,17375,56399,58437,3,0,1.54,1800000
2024-11-16,BR003,RiftValleySouth,14,18857,61962,48562,1,2,2.82,1800000
2024-11-17,BR003,RiftValleySouth,8,14260,49148,49234,4,0,4.61,1800000
2024-11-18,BR003,RiftValleySouth,12,12377,50715,42457,2,1,0.97,1800000
2024-11-19,BR003,RiftValleySouth,18,7832,50887,39894,2,1,3.01,1800000
2024-11-20,BR003,RiftValleySouth,10,21142,57931,44242,2,0,0.53,1800000
2024-11-21,BR003,RiftValleySouth,8,18189,67550,69893,2,3,3.59,1800000
2024-11-22,BR003,RiftValleySouth,6,8662,51707,47163,3,1,4.1,1800000
2024-11-23,BR003,RiftValleySouth,8,16435,48844,40756,3,1,3.69,1800000
2024-11-24,BR003,RiftValleySouth,8,19400,68569,69364,2,3,4.69,1800000
2024-11-25,BR003,RiftValleySouth,14,20185,56876,46961,4,1,1.33,1800000
2024-11-26,BR003,RiftValleySouth,12,15312,64597,59966,0,0,0.76,1800000
2024-11-27,BR003,RiftValleySouth,12,24090,52112,39264,2,0,3.51,1800000
2024-11-28,BR003,RiftValleySouth,16,10440,58155,45801,1,0,3.45,1800000
2024-11-29,BR003,RiftValleySouth,10,9382,69669,56779,2,2,3.71,1800000
2024-11-30,BR003,RiftValleySouth,22,20157,66505,43823,3,4,5.6,1800000
2024-12-01,BR003,RiftValleySouth,18,13208,67615,56907,4,0,4.0,1800000
2024-12-02,BR003,RiftValleySouth,2,6192,48462,44978,3,2,2.53,1800000
2024-12-03,BR003,RiftValleySouth,10,10901,49967,43983,3,0,2.67,1800000
2024-12-04,BR003,RiftValleySouth,4,11707,53437,42425,1,2,3.64,1800000
2024-12-05,BR003,RiftValleySouth,6,6914,51433,47378,2,0,5.83,1800000
2024-12-06,BR003,RiftValleySouth,10,18420,48504,32627,1,1,2.81,1800000
2024-12-07,BR003,RiftValleySouth,14,21137,66596,55197,4,0,3.79,1800000
2024-12-08,BR003,RiftValleySouth,10,9931,52384,34165,0,0,2.8,1800000
2024-12-09,BR003,RiftValleySouth,12,13735,61817,59510,1,2,5.85,1800000
2024-12-10,BR003,RiftValleySouth,16,6964,53666,48919,1,2,5.24,1800000
2024-12-11,BR003,RiftValleySouth,20,26830,61178,41971,1,2,3.51,1800000
2024-12-12,BR003,RiftValleySouth,14,18131,55590,55418,3,2,4.23,1800000
2024-12-13,BR003,RiftValleySouth,16,12572,57715,41085,2,1,4.37,1800000
2024-12-14,BR003,RiftValleySouth,18,10780,66458,56823,1,0,4.86,1800000
2024-12-15,BR003,RiftValleySouth,14,11169,61467,40442,1,1,4.53,1800000
2024-12-16,BR003,RiftValleySouth,8,19611,50543,40625,3,2,4.58,1800000
2024-12-17,BR003,RiftValleySouth,10,22917,61482,40968,1,2,5.68,1800000
2024-12-18,BR003,RiftValleySouth,20,16760,61117,51964,4,1,2.89,1800000
2024-12-19,BR003,RiftValleySouth,18,9398,62140,54800,5,1,4.44,1800000
2024-12-20,BR003,RiftValleySouth,16,8457,54862,41530,3,1,2.69,1800000
2024-12-21,BR003,RiftValleySouth,12,10700,68390,44801,0,0,3.78,1800000
2024-12-22,BR003,RiftValleySouth,16,16242,49341,35413,2,1,0.71,1800000
2024-12-23,BR003,RiftValleySouth,12,13148,58532,45507,1,1,3.36,1800000
2024-12-24,BR003,RiftValleySouth,18,22171,52330,52267,4,2,2.89,1800000
2024-12-25,BR003,RiftValleySouth,6,18503,67197,52907,5,1,1.74,1800000
2024-12-26,BR003,RiftValleySouth,14,13611,52468,38009,2,0,3.2,1800000
2024-12-27,BR003,RiftValleySouth,22,20648,48174,35428,2,2,2.54,1800000
2024-12-28,BR003,RiftValleySouth,10,14500,61331,52641,1,2,5.69,1800000
2024-12-29,BR003,RiftValleySouth,8,15247,64330,57218,1,0,2.95,1800000
2024-12-30,BR003,RiftValleySouth,10,11857,55639,43347,2,3,2.96,1800000
2024-12-31,BR003,RiftValleySouth,20,17978,52633,35724,1,1,1.62,1800000
2025-01-01,BR003,RiftValleySouth,12,10160,49553,39534,3,1,3.17,1800000
2025-01-02,BR003,RiftValleySouth,14,8670,61190,46615,0,1,2.35,1800000
2025-01-03,BR003,RiftValleySouth,10,8385,68434,61360,3,3,4.98,1800000
2025-01-04,BR003,RiftValleySouth,4,11494,66723,48990,0,0,2.84,1800000
2025-01-05,BR003,RiftValleySouth,18,11883,53698,44216,2,0,1.58,1800000
2025-01-06,BR003,RiftValleySouth,6,11402,54522,37205,1,0,3.25,1800000
2025-01-07,BR003,RiftValleySouth,10,13350,71475,52972,4,3,0.91,1800000
2025-01-08,BR003,RiftValleySouth,12,7222,57520,41495,2,0,0.65,1800000
2025-01-09,BR003,RiftValleySouth,16,18314,58712,56464,2,0,0.54,1800000
2025-01-10,BR003,RiftValleySouth,12,11142,63841,44484,1,0,4.42,1800000
2025-01-11,BR003,RiftValleySouth,8,11297,57836,51372,2,0,2.4,1800000
2025-01-12,BR003,RiftValleySouth,2,17892,55442,42307,3,0,5.36,1800000
2025-01-13,BR003,RiftValleySouth,30,15957,59557,39028,3,0,4.06,1800000
2025-01-14,BR003,RiftValleySouth,6,19600,65324,56342,0,1,2.77,1800000
2025-01-15,BR003,RiftValleySouth,16,26062,51774,35767,0,1,2.05,1800000
2025-01-16,BR003,RiftValleySouth,14,12068,67992,44995,3,0,4.96,1800000
2025-01-17,BR003,RiftValleySouth,12,15278,61098,41713,2,1,2.67,1800000
2025-01-18,BR003,RiftValleySouth,4,8251,50431,36287,3,0,0.92,1800000
2025-01-19,BR003,RiftValleySouth,8,21930,62261,56607,2,1,3.48,1800000
2025-01-20,BR003,RiftValleySouth,12,20614,57049,48364,2,1,4.1,1800000
2025-01-21,BR003,RiftValleySouth,12,16049,68347,62596,1,1,2.96,1800000
2025-01-22,BR003,RiftValleySouth,6,17867,54893,43439,0,0,5.25,1800000
2025-01-23,BR003,RiftValleySouth,12,19722,54534,57158,1,2,1.39,1800000
2025-01-24,BR003,RiftValleySouth,16,28268,54578,42436,4,1,5.05,1800000
2025-01-25,BR003,RiftValleySouth,14,7850,52432,37973,1,1,3.52,1800000
2025-01-26,BR003,RiftValleySouth,10,15312,52658,51428,2,0,1.97,1800000
2025-01-27,BR003,RiftValleySouth,8,10324,50367,40808,0,2,3.6,1800000
2025-01-28,BR003,RiftValleySouth,10,20300,70081,47583,2,2,4.71,1800000
2025-01-29,BR003,RiftValleySouth,4,9382,57857,41628,1,1,4.76,1800000
2025-01-30,BR003,RiftValleySouth,10,17785,51969,41316,3,3,5.01,1800000
2025-01-31,BR003,RiftValleySouth,4,19476,49838,32562,3,0,0.81,1800000
2025-02-01,BR003,RiftValleySouth,10,5080,64915,64910,3,1,3.03,1800000
2025-02-02,BR003,RiftValleySouth,8,10734,56620,37061,2,2,5.98,1800000
2025-02-03,BR003,RiftValleySouth,22,15094,57185,48484,0,1,0.79,1800000
2025-02-04,BR003,RiftValleySouth,12,10217,57053,45591,2,0,5.91,1800000
2025-02-05,BR003,RiftValleySouth,16,7778,52458,52304,3,2,4.56,1800000
2025-02-06,BR003,RiftValleySouth,2,7894,69887,69998,5,2,2.23,1800000
2025-02-07,BR003,RiftValleySouth,18,8900,49214,43249,3,1,3.59,1800000
2025-02-08,BR003,RiftValleySouth,12,8125,53428,47144,5,1,5.55,1800000
2025-02-09,BR003,RiftValleySouth,12,4578,48663,33295,4,1,2.63,1800000
2025-02-10,BR003,RiftValleySouth,16,15785,70514,56331,0,0,1.42,1800000
2025-02-11,BR003,RiftValleySouth,10,11767,50530,35187,3,1,2.15,1800000
2025-02-12,BR003,RiftValleySouth,16,17177,68584,71685,1,0,0.92,1800000
2025-02-13,BR003,RiftValleySouth,8,7737,66188,58403,4,1,1.96,1800000
2025-02-14,BR003,RiftValleySouth,6,22050,63448,53223,2,1,1.94,1800000
2025-02-15,BR003,RiftValleySouth,4,11914,70388,63023,4,2,5.46,1800000
2025-02-16,BR003,RiftValleySouth,18,10560,60871,61112,1,0,4.86,1800000
2025-02-17,BR003,RiftValleySouth,12,15278,66111,63272,3,0,5.6,1800000
2025-02-18,BR003,RiftValleySouth,12,11603,67656,49702,2,2,5.77,1800000
2025-02-19,BR003,RiftValleySouth,10,10442,54678,43245,3,1,4.18,1800000
2025-02-20,BR003,RiftValleySouth,18,28542,61916,59978,3,2,2.52,1800000
2025-02-21,BR003,RiftValleySouth,16,11769,59874,54001,2,1,1.39,1800000
2025-02-22,BR003,RiftValleySouth,10,19491,55932,39728,2,0,3.4,1800000
2025-02-23,BR003,RiftValleySouth,8,16435,69823,59607,1,0,3.69,1800000
2025-02-24,BR003,RiftValleySouth,10,15242,70069,50751,1,2,0.75,1800000
2025-02-25,BR003,RiftValleySouth,4,12616,71289,71356,6,1,1.71,1800000
2025-02-26,BR003,RiftValleySouth,12,18715,69210,56994,4,1,4.49,1800000
2025-02-27,BR003,RiftValleySouth,6,11471,59654,61543,2,0,5.03,1800000
2025-02-28,BR003,RiftValleySouth,18,26099,53702,35288,2,1,3.07,1800000
2025-03-01,BR003,RiftValleySouth,8,23166,49704,46627,1,0,2.63,1800000
2025-03-02,BR003,RiftValleySouth,8,11560,54674,57058,1,3,4.48,1800000
2025-03-03,BR003,RiftValleySouth,2,13836,67772,49184,1,2,2.49,1800000
2025-03-04,BR003,RiftValleySouth,18,6811,51336,44353,3,1,4.92,1800000
2025-03-05,BR003,RiftValleySouth,8,15557,68031,53704,3,3,4.54,1800000
2025-03-06,BR003,RiftValleySouth,8,10964,64701,47360,0,0,2.77,1800000
2025-03-07,BR003,RiftValleySouth,16,8010,54730,39849,1,1,5.34,1800000
2025-03-08,BR003,RiftValleySouth,14,14445,57458,43875,0,1,2.89,1800000
2025-03-09,BR003,RiftValleySouth,16,13735,70369,53658,2,2,1.9,1800000
2025-03-10,BR003,RiftValleySouth,10,13928,55214,57626,0,2,4.81,1800000
2025-03-11,BR003,RiftValleySouth,16,9885,57346,59955,1,1,4.89,1800000
2025-03-12,BR003,RiftValleySouth,10,16700,69978,72928,4,2,2.89,1800000
2025-03-13,BR003,RiftValleySouth,12,13539,61875,49667,2,0,1.48,1800000
2025-03-14,BR003,RiftValleySouth,12,13720,55070,47218,2,2,3.27,1800000
2025-03-15,BR003,RiftValleySouth,8,12907,70897,46801,1,2,3.81,1800000
2025-03-16,BR003,RiftValleySouth,12,13828,49146,45858,2,2,2.06,1800000
2025-03-17,BR003,RiftValleySouth,20,19862,59296,52657,3,0,2.98,1800000
2025-03-18,BR003,RiftValleySouth,8,9282,63056,59675,3,1,4.11,1800000
2025-03-19,BR003,RiftValleySouth,8,21930,54088,40705,1,0,5.62,1800000
2025-03-20,BR003,RiftValleySouth,8,15857,53412,45629,2,1,4.56,1800000
2025-03-21,BR003,RiftValleySouth,14,17387,51531,47401,3,0,4.49,1800000
2025-03-22,BR003,RiftValleySouth,16,20303,55112,52559,3,1,2.0,1800000
2025-03-23,BR003,RiftValleySouth,12,13148,68428,58861,3,1,0.85,1800000
2025-03-24,BR003,RiftValleySouth,10,19954,59221,51726,3,0,1.97,1800000
2025-03-25,BR003,RiftValleySouth,20,17942,48279,41407,1,1,4.68,1800000
2025-03-26,BR003,RiftValleySouth,12,18715,55813,36327,1,0,3.76,1800000
2025-03-27,BR003,RiftValleySouth,10,11471,57372,54749,1,3,2.56,1800000
2025-03-28,BR003,RiftValleySouth,14,16240,59116,52507,3,0,5.97,1800000
2025-03-29,BR003,RiftValleySouth,14,11728,60601,60953,2,0,4.16,1800000
2025-03-30,BR003,RiftValleySouth,10,21342,50926,39542,2,0,2.75,1800000
2025-03-31,BR003,RiftValleySouth,18,11985,62622,59688,1,2,1.95,1800000
2025-04-01,BR003,RiftValleySouth,8,10567,65652,52925,3,4,3.25,1800000
2025-04-02,BR003,RiftValleySouth,8,16101,71984,53496,2,0,1.2,1800000
2025-04-03,BR003,RiftValleySouth,24,17610,57279,44260,4,0,5.52,1800000
2025-04-04,BR003,RiftValleySouth,12,16602,55978,47999,3,1,2.2,1800000
2025-04-05,BR003,RiftValleySouth,14,12964,64784,59418,4,0,3.21,1800000
2025-04-06,BR003,RiftValleySouth,4,16446,57372,38629,5,1,1.27,1800000
2025-04-07,BR003,RiftValleySouth,12,8900,51264,35670,0,2,0.62,1800000
2025-04-08,BR003,RiftValleySouth,6,17605,56718,53925,2,1,5.7,1800000
2025-04-09,BR003,RiftValleySouth,4,13735,57242,50661,2,0,4.34,1800000
2025-04-10,BR003,RiftValleySouth,12,12071,60693,50249,2,2,2.07,1800000
2025-04-11,BR003,RiftValleySouth,16,19770,54809,48406,0,2,2.55,1800000
2025-04-12,BR003,RiftValleySouth,14,12882,49284,47523,0,0,0.93,1800000
2025-04-13,BR003,RiftValleySouth,20,17408,59187,56350,1,3,1.43,1800000
2025-04-14,BR003,RiftValleySouth,20,14700,66161,56865,1,0,0.61,1800000
2025-04-15,BR003,RiftValleySouth,6,11914,51005,41556,4,0,1.78,1800000
2025-04-16,BR003,RiftValleySouth,2,13577,53862,44313,1,1,3.99,1800000
2025-04-17,BR003,RiftValleySouth,14,16551,54463,43880,0,0,5.79,1800000
2025-04-18,BR003,RiftValleySouth,18,21660,67997,61260,3,1,2.18,1800000
2025-04-19,BR003,RiftValleySouth,18,15664,63310,47349,3,2,2.02,1800000
2025-04-20,BR003,RiftValleySouth,12,14800,67985,58094,1,1,1.95,1800000
2025-04-21,BR003,RiftValleySouth,10,16050,55377,48807,1,1,4.3,1800000
2025-04-22,BR003,RiftValleySouth,6,16242,60555,42987,0,2,4.85,1800000
2025-04-23,BR003,RiftValleySouth,16,15340,65031,50748,4,1,2.8,1800000
2025-04-24,BR003,RiftValleySouth,14,19954,63164,51853,2,1,2.2,1800000
2025-04-25,BR003,RiftValleySouth,10,14578,71511,73590,2,3,3.42,1800000
2025-04-26,BR003,RiftValleySouth,4,17014,65150,50230,2,1,4.37,1800000
2025-04-27,BR003,RiftValleySouth,6,10324,53117,40959,1,1,1.54,1800000
2025-04-28,BR003,RiftValleySouth,12,17400,70273,62617,2,1,5.56,1800000
2025-04-29,BR003,RiftValleySouth,14,20525,59456,49555,4,1,5.36,1800000
2025-04-30,BR003,RiftValleySouth,6,16007,49379,45887,3,1,3.07,1800000
2024-11-01,BR004,Central,8,7112,33814,27799,1,2,3.58,1100000
2024-11-02,BR004,Central,8,8670,30681,28127,3,1,1.0,1100000
2024-11-03,BR004,Central,16,6289,39698,35239,1,1,2.2,1100000
2024-11-04,BR004,Central,6,8940,30042,20366,3,1,0.62,1100000
2024-11-05,BR004,Central,6,10371,42387,28399,2,2,1.33,1100000
2024-11-06,BR004,Central,4,6578,31566,32670,3,1,4.98,1100000
2024-11-07,BR004,Central,4,7120,40380,31482,1,2,3.03,1100000
2024-11-08,BR004,Central,10,5417,37923,35719,3,0,4.02,1100000
2024-11-09,BR004,Central,2,9157,33347,30761,5,1,2.82,1100000
2024-11-10,BR004,Central,2,10446,40529,33979,0,2,5.84,1100000
2024-11-11,BR004,Central,8,8472,41992,43131,2,1,0.82,1100000
2024-11-12,BR004,Central,4,8588,41666,40895,1,2,4.68,1100000
2024-11-13,BR004,Central,8,9671,30910,20912,2,0,4.63,1100000
2024-11-14,BR004,Central,14,13230,39155,38984,3,3,3.8,1100000
2024-11-15,BR004,Central,8,16133,32526,25625,3,0,2.95,1100000
2024-11-16,BR004,Central,2,6285,31881,27644,2,0,5.07,1100000
2024-11-17,BR004,Central,10,5092,35365,36394,2,0,2.91,1100000
2024-11-18,BR004,Central,4,16760,40848,41583,1,0,2.3,1100000
2024-11-19,BR004,Central,12,10965,41704,30701,3,1,4.4,1100000
2024-11-20,BR004,Central,4,15857,36081,32033,1,0,5.88,1100000
2024-11-21,BR004,Central,8,16050,42898,35935,3,0,1.71,1100000
2024-11-22,BR004,Central,4,9745,34729,29814,4,2,3.78,1100000
2024-11-23,BR004,Central,8,8217,37838,33607,4,1,4.17,1100000
2024-11-24,BR004,Central,2,4434,39690,36462,4,2,2.21,1100000
2024-11-25,BR004,Central,2,12616,38930,34391,3,1,5.18,1100000
2024-11-26,BR004,Central,6,4537,33143,34177,3,1,3.39,1100000
2024-11-27,BR004,Central,6,8030,43854,41901,5,0,2.53,1100000
2024-11-28,BR004,Central,4,15079,30326,28174,2,2,3.89,1100000
2024-11-29,BR004,Central,4,8210,38531,35970,1,4,1.25,1100000
2024-11-30,BR004,Central,4,5928,41592,34113,2,1,2.77,1100000
2024-12-01,BR004,Central,12,6096,41911,27269,1,0,5.57,1100000
2024-12-02,BR004,Central,4,8257,32261,24412,1,0,2.69,1100000
2024-12-03,BR004,Central,8,3354,32534,27932,0,1,5.45,1100000
2024-12-04,BR004,Central,14,2128,33054,23477,3,1,5.86,1100000
2024-12-05,BR004,Central,6,11883,42862,30724,3,0,5.99,1100000
2024-12-06,BR004,Central,12,13157,41498,39162,0,0,1.29,1100000
2024-12-07,BR004,Central,8,8900,32765,34092,2,0,4.11,1100000
2024-12-08,BR004,Central,8,5642,31993,28083,3,1,3.53,1100000
2024-12-09,BR004,Central,0,11446,36195,29757,3,0,3.13,1100000
2024-12-10,BR004,Central,2,18107,41445,33925,1,0,4.29,1100000
2024-12-11,BR004,Central,4,5883,41290,33743,1,3,4.28,1100000
2024-12-12,BR004,Central,10,3578,32396,29412,1,0,5.06,1100000
2024-12-13,BR004,Central,8,14507,34886,36262,1,2,0.53,1100000
2024-12-14,BR004,Central,8,20580,34687,34118,0,1,5.08,1100000
2024-12-15,BR004,Central,6,12410,32687,25808,0,0,5.46,1100000
2024-12-16,BR004,Central,12,9051,38202,39661,5,1,5.55,1100000
2024-12-17,BR004,Central,12,16551,38633,37733,2,1,2.5,1100000
2024-12-18,BR004,Central,2,14182,33679,22845,4,0,2.04,1100000
2024-12-19,BR004,Central,8,9137,35703,29280,4,3,0.8,1100000
2024-12-20,BR004,Central,8,4228,37656,38771,3,3,2.17,1100000
2024-12-21,BR004,Central,14,10700,32159,24802,2,1,4.05,1100000
2024-12-22,BR004,Central,14,16242,40628,29289,3,2,4.55,1100000
2024-12-23,BR004,Central,6,16435,31127,20971,1,1,1.01,1100000
2024-12-24,BR004,Central,12,8868,43959,44941,1,1,3.74,1100000
2024-12-25,BR004,Central,8,15419,37158,28251,3,0,1.66,1100000
2024-12-26,BR004,Central,4,13611,40577,40235,3,2,4.41,1100000
2024-12-27,BR004,Central,14,21508,31970,30693,4,0,0.56,1100000
2024-12-28,BR004,Central,8,13920,32104,21181,1,2,0.68,1100000
2024-12-29,BR004,Central,2,10555,39922,27138,2,0,4.61,1100000
2024-12-30,BR004,Central,12,12450,34767,25075,1,1,4.77,1100000
2024-12-31,BR004,Central,8,23372,34445,24733,2,4,1.71,1100000
2025-01-01,BR004,Central,6,7112,40721,33191,0,2,3.13,1100000
2025-01-02,BR004,Central,4,5780,33304,23552,1,1,5.73,1100000
2025-01-03,BR004,Central,14,13836,42699,40970,1,1,5.56,1100000
2025-01-04,BR004,Central,6,10642,38462,34822,0,1,5.32,1100000
2025-01-05,BR004,Central,12,6914,31349,28123,1,2,4.42,1100000
2025-01-06,BR004,Central,12,6578,33485,30301,0,3,5.35,1100000
2025-01-07,BR004,Central,8,6230,32405,27710,2,0,5.47,1100000
2025-01-08,BR004,Central,4,4514,34783,36446,1,0,0.71,1100000
2025-01-09,BR004,Central,8,10988,37880,36979,0,2,5.96,1100000
2025-01-10,BR004,Central,8,8125,39183,25520,2,1,2.66,1100000
2025-01-11,BR004,Central,8,15298,37332,27405,1,0,4.16,1100000
2025-01-12,BR004,Central,6,7157,40010,29080,3,0,1.39,1100000
2025-01-13,BR004,Central,2,14507,40507,31445,5,0,2.97,1100000
2025-01-14,BR004,Central,12,12250,39766,36835,4,1,1.02,1100000
2025-01-15,BR004,Central,8,12410,43263,35490,4,1,2.84,1100000
2025-01-16,BR004,Central,2,15085,43338,35457,1,0,3.14,1100000
2025-01-17,BR004,Central,2,12222,41016,41756,2,0,5.54,1100000
2025-01-18,BR004,Central,10,16760,35203,25540,1,0,5.53,1100000
2025-01-19,BR004,Central,10,14097,39298,40949,4,0,1.51,1100000
2025-01-20,BR004,Central,8,9250,35767,26446,3,0,5.11,1100000
2025-01-21,BR004,Central,10,4280,34018,32548,4,0,1.79,1100000
2025-01-22,BR004,Central,6,7580,34992,33497,0,1,0.83,1100000
2025-01-23,BR004,Central,8,13148,42795,38207,1,3,1.94,1100000
2025-01-24,BR004,Central,10,7759,37668,27960,4,0,3.66,1100000
2025-01-25,BR004,Central,10,15139,35792,26105,2,0,1.7,1100000
2025-01-26,BR004,Central,6,18715,32293,21349,5,0,5.08,1100000
2025-01-27,BR004,Central,4,13765,29763,27568,1,2,4.21,1100000
2025-01-28,BR004,Central,10,10440,39538,37234,0,2,3.16,1100000
2025-01-29,BR004,Central,12,11728,38554,36202,4,0,5.77,1100000
2025-01-30,BR004,Central,6,20750,36722,32334,5,1,3.65,1100000
2025-01-31,BR004,Central,2,16180,33870,22922,3,0,5.08,1100000
2025-02-01,BR004,Central,6,4877,35943,31322,3,0,4.82,1100000
2025-02-02,BR004,Central,12,5780,32178,26778,3,0,1.78,1100000
2025-02-03,BR004,Central,8,11320,41931,38100,3,2,3.97,1100000
2025-02-04,BR004,Central,6,5960,31837,21734,0,1,1.24,1100000
2025-02-05,BR004,Central,4,1728,40733,27461,1,2,3.41,1100000
2025-02-06,BR004,Central,18,8771,37669,26283,0,0,1.46,1100000
2025-02-07,BR004,Central,12,8010,37458,34537,2,2,5.71,1100000
2025-02-08,BR004,Central,6,21668,39599,29089,1,0,2.21,1100000
2025-02-09,BR004,Central,6,19230,31248,29384,0,1,2.12,1100000
2025-02-10,BR004,Central,2,12767,29973,30851,1,0,4.95,1100000
2025-02-11,BR004,Central,10,15298,36654,25649,3,0,3.76,1100000
2025-02-12,BR004,Central,8,5725,33509,31777,2,0,5.43,1100000
2025-02-13,BR004,Central,4,10880,38255,25556,2,1,3.1,1100000
2025-02-14,BR004,Central,8,9800,29468,26588,2,3,5.18,1100000
2025-02-15,BR004,Central,8,13651,41278,39077,0,0,2.84,1100000
2025-02-16,BR004,Central,8,10560,35823,36675,2,1,4.25,1100000
2025-02-17,BR004,Central,10,15278,30058,21857,3,1,2.68,1100000
2025-02-18,BR004,Central,6,12377,40926,30983,2,1,0.89,1100000
2025-02-19,BR004,Central,2,10442,33561,25239,0,2,5.41,1100000
2025-02-20,BR004,Central,8,5285,42837,38267,1,0,2.83,1100000
2025-02-21,BR004,Central,6,10700,30369,24707,1,1,2.28,1100000
2025-02-22,BR004,Central,10,6497,29605,21356,0,2,5.36,1100000
2025-02-23,BR004,Central,12,6848,30008,27117,4,2,5.46,1100000
2025-02-24,BR004,Central,6,9977,41472,28246,2,1,2.13,1100000
2025-02-25,BR004,Central,8,26914,33534,31749,1,0,0.56,1100000
2025-02-26,BR004,Central,6,11910,32603,27647,3,1,1.46,1100000
2025-02-27,BR004,Central,8,3441,30601,25391,2,0,0.79,1100000
2025-02-28,BR004,Central,8,7250,37301,38620,1,2,0.74,1100000
2025-03-01,BR004,Central,8,8128,41637,36893,2,1,5.54,1100000
2025-03-02,BR004,Central,12,14450,39551,38264,2,0,1.7,1100000
2025-03-03,BR004,Central,6,5870,36019,25045,1,1,5.46,1100000
2025-03-04,BR004,Central,4,7450,33719,22941,5,0,5.93,1100000
2025-03-05,BR004,Central,6,2592,36097,30748,4,2,1.03,1100000
2025-03-06,BR004,Central,2,10525,42532,35184,2,0,4.23,1100000
2025-03-07,BR004,Central,8,9345,41781,27643,3,2,4.38,1100000
2025-03-08,BR004,Central,8,5417,36649,35986,2,0,3.7,1100000
2025-03-09,BR004,Central,4,6867,32890,32080,2,0,3.5,1100000
2025-03-10,BR004,Central,6,8125,29863,24680,1,1,3.49,1100000
2025-03-11,BR004,Central,2,4707,32395,26759,0,3,4.55,1100000
2025-03-12,BR004,Central,10,8350,35334,35902,1,0,2.49,1100000
2025-03-13,BR004,Central,16,6769,32226,23496,2,0,3.59,1100000
2025-03-14,BR004,Central,6,13230,35588,35516,1,1,1.62,1100000
2025-03-15,BR004,Central,2,5957,36095,34329,1,1,5.05,1100000
2025-03-16,BR004,Central,12,12571,40245,28199,2,2,5.98,1100000
2025-03-17,BR004,Central,10,8912,34415,29090,0,1,1.66,1100000
2025-03-18,BR004,Central,4,7735,34020,28485,6,0,1.65,1100000
2025-03-19,BR004,Central,12,15664,41914,37727,2,0,3.46,1100000
2025-03-20,BR004,Central,14,7400,30841,29906,3,1,0.95,1100000
2025-03-21,BR004,Central,8,9630,41689,43487,0,2,1.61,1100000
2025-03-22,BR004,Central,8,10828,38722,25174,8,1,3.33,1100000
2025-03-23,BR004,Central,8,10957,43394,38946,0,1,1.15,1100000
2025-03-24,BR004,Central,10,6651,34041,22244,1,0,5.15,1100000
2025-03-25,BR004,Central,2,8971,34056,29245,3,1,4.67,1100000
2025-03-26,BR004,Central,8,11342,38635,40527,1,2,5.13,1100000
2025-03-27,BR004,Central,10,8603,38907,26265,4,1,0.75,1100000
2025-03-28,BR004,Central,4,5800,38410,34049,2,1,1.13,1100000
2025-03-29,BR004,Central,8,12315,38901,33162,2,1,3.67,1100000
2025-03-30,BR004,Central,6,13042,41390,28424,1,0,0.62,1100000
2025-03-31,BR004,Central,12,16180,39762,29972,3,4,2.29,1100000
2025-04-01,BR004,Central,14,8128,43908,33818,3,1,1.33,1100000
2025-04-02,BR004,Central,4,8257,43031,35802,2,1,3.69,1100000
2025-04-03,BR004,Central,8,10062,29830,19653,1,0,5.01,1100000
2025-04-04,BR004,Central,2,5960,39544,38529,2,1,5.35,1100000
2025-04-05,BR004,Central,6,12964,36934,25261,1,1,4.32,1100000
2025-04-06,BR004,Central,6,11841,32580,23011,2,1,4.14,1100000
2025-04-07,BR004,Central,14,6675,33233,24634,1,0,2.45,1100000
