customer_id,primary_branch,avg_weekly_cash,historical_cycles,risk_score_0_100,default_prob,churn_prob,recommended_limit_ksh
C0046083,BR033,5717,1,33.94,0.009,0.113,19483
C0020185,BR031,2060,2,83.53,0.12,0.256,9022
C0008874,BR035,18467,3,24.68,0.074,0.074,56562
C0051028,BR012,10176,5,37.83,0.031,0.286,24656
C0031878,BR028,2272,1,9.92,0.265,0.182,6274
C0058715,BR041,10530,2,48.1,0.301,0.61,40021
C0014906,BR071,14644,4,39.91,0.071,0.463,38377
C0038226,BR084,16601,4,13.2,0.222,0.369,60000
C0030722,BR045,17158,4,3.76,0.161,0.159,60000
C0033735,BR044,3170,1,36.75,0.053,0.278,12225
C0005072,BR029,8398,2,9.79,0.18,0.265,17504
C0032679,BR041,6780,4,23.02,0.512,0.359,21683
C0032606,BR081,8616,3,8.96,0.11,0.377,40938
C0024146,BR098,18767,1,39.2,0.316,0.357,38681
C0035117,BR013,2980,3,34.75,0.114,0.117,8950
C0000640,BR018,19016,2,10.06,0.604,0.095,60000
C0051242,BR046,19421,4,55.2,0.005,0.595,60000
C0054237,BR017,17001,1,17.13,0.125,0.452,60000
C0033029,BR052,15042,2,34.61,0.096,0.439,32489
C0003686,BR047,12360,2,68.61,0.307,0.169,56622
C0033174,BR062,5268,4,20.64,0.248,0.025,26208
C0036417,BR010,3285,7,27.94,0.084,0.65,13163
C0002475,BR050,10965,2,33.69,0.104,0.238,54404
C0028344,BR073,18123,3,9.95,0.044,0.767,60000
C0059694,BR035,2834,1,21.56,0.143,0.52,14025
C0034075,BR066,1595,5,31.49,0.303,0.277,5000
C0017638,BR015,15357,2,19.0,0.096,0.323,44670
C0013068,BR051,13700,5,17.72,0.379,0.36,27827
C0032818,BR039,5007,4,16.76,0.037,0.509,13905
C0055001,BR087,12431,5,8.93,0.238,0.184,48680
C0054196,BR022,9512,3,7.67,0.175,0.51,36295
C0025423,BR067,7542,3,52.38,0.277,0.381,33491
C0053223,BR021,3652,4,9.34,0.013,0.402,12756
C0014019,BR085,7487,0,68.5,0.166,0.509,29544
C0048608,BR005,16130,2,32.19,0.186,0.232,32378
C0043622,BR087,14466,2,21.1,0.06,0.242,31516
C0027234,BR065,6942,5,18.97,0.433,0.329,25650
C0019786,BR053,13526,5,6.56,0.206,0.311,30754
C0014796,BR076,12760,4,39.25,0.288,0.521,34248
C0021023,BR064,6393,3,39.46,0.123,0.204,24197
C0041276,BR008,12387,4,19.68,0.179,0.603,34107
C0034884,BR099,7662,4,39.38,0.259,0.243,21405
C0009429,BR014,7212,3,24.27,0.561,0.099,27160
C0029372,BR092,11719,3,24.31,0.221,0.08,31281
C0058253,BR039,9687,3,6.86,0.188,0.245,36819
C0010272,BR042,5773,5,37.68,0.508,0.695,21129
C0050217,BR055,11113,4,26.36,0.187,0.133,51563
C0029179,BR034,7161,3,54.28,0.182,0.161,17062
C0051560,BR016,14610,2,11.71,0.092,0.645,60000
C0007006,BR083,19209,4,12.79,0.137,0.612,44275
C0011972,BR006,10134,2,39.29,0.083,0.66,24160
C0010730,BR061,12829,5,5.22,0.279,0.606,40396
C0036828,BR025,3373,3,8.23,0.481,0.419,12156
C0010590,BR038,4925,5,17.41,0.201,0.385,17469
C0042881,BR021,18885,6,26.87,0.048,0.255,50363
C0020013,BR085,18538,5,6.52,0.158,0.604,38927
C0003163,BR070,13529,0,39.07,0.273,0.449,50836
C0010148,BR028,13666,0,15.9,0.151,0.551,28938
C0004475,BR096,8310,4,19.08,0.316,0.128,38270
C0031126,BR034,7935,1,11.48,0.193,0.483,31723
C0037748,BR035,19157,7,11.18,0.07,0.472,43353
C0011851,BR094,9879,2,15.52,0.116,0.224,39505
C0027991,BR010,14083,1,9.39,0.091,0.532,35350
C0010604,BR056,3441,6,36.41,0.158,0.368,14239
C0016926,BR064,6478,3,7.23,0.148,0.246,27446
C0039550,BR075,13112,3,13.48,0.052,0.207,59215
C0011250,BR047,15876,0,41.38,0.109,0.124,59526
C0024307,BR075,4943,2,43.66,0.372,0.068,13494
C0058070,BR045,8499,0,30.98,0.322,0.407,17466
C0002659,BR081,12675,3,23.67,0.061,0.305,25624
C0015483,BR072,8328,4,47.23,0.206,0.239,40699
C0033256,BR086,13727,2,29.79,0.181,0.321,45553
C0014158,BR010,9175,6,37.82,0.162,0.226,43244
C0049177,BR063,9086,9,35.36,0.382,0.355,42562
C0047536,BR048,18728,2,22.33,0.153,0.318,60000
C0010057,BR024,5296,4,27.94,0.135,0.465,14383
C0042877,BR065,15717,3,25.38,0.202,0.32,60000
C0050228,BR039,11583,3,10.82,0.077,0.582,47855
C0043932,BR089,7881,7,22.64,0.104,0.424,21219
C0009850,BR066,3569,2,35.99,0.018,0.112,8121
C0011715,BR062,11803,2,37.25,0.192,0.164,36365
C0028647,BR067,11520,4,25.85,0.314,0.221,27855
C0005436,BR077,5015,3,18.08,0.172,0.53,14869
C0031250,BR035,14694,1,17.57,0.152,0.165,60000
C0039201,BR025,2052,1,13.81,0.171,0.415,9591
C0034691,BR011,14100,4,5.79,0.361,0.496,34074
C0021074,BR098,8072,2,31.93,0.183,0.51,37340
C0025939,BR001,6511,7,24.87,0.013,0.351,22280
C0053494,BR036,19156,5,54.14,0.151,0.527,60000
C0045026,BR033,2624,6,8.88,0.19,0.225,12961
C0029703,BR017,10069,7,8.87,0.35,0.09,48952
C0045659,BR047,5763,1,11.47,0.076,0.305,28778
C0056313,BR097,16865,1,10.69,0.006,0.783,60000
C0029082,BR062,2646,4,13.89,0.423,0.129,7622
C0028075,BR099,3762,3,17.89,0.168,0.205,13433
C0009225,BR071,4633,3,12.51,0.169,0.088,17527
C0039301,BR092,4805,2,6.34,0.246,0.591,21583
C0036365,BR086,8753,2,54.18,0.046,0.298,19719
C0042827,BR040,7851,0,7.29,0.577,0.37,23545
C0002356,BR017,8514,7,21.83,0.216,0.214,33541
C0002606,BR099,12159,6,34.42,0.242,0.148,32034
C0044098,BR093,9445,1,11.54,0.212,0.204,37510
C0005707,BR081,14880,2,42.15,0.15,0.196,57735
C0008024,BR045,15787,2,32.5,0.077,0.238,60000
C0018539,BR037,9800,5,32.74,0.195,0.403,33855
C0029837,BR035,15122,4,20.73,0.146,0.151,50001
C0015657,BR071,4005,0,8.27,0.158,0.277,11804
C0037173,BR026,18955,2,10.54,0.13,0.023,37976
C0048440,BR079,5475,3,10.81,0.105,0.677,12280
C0014243,BR087,15189,4,8.98,0.479,0.183,47311
C0048531,BR002,2009,5,26.66,0.238,0.189,5000
C0040656,BR080,12252,1,15.75,0.129,0.24,33906
C0008456,BR056,15472,1,16.03,0.213,0.108,48736
C0011870,BR018,16104,3,34.3,0.211,0.294,48588
C0056713,BR063,6803,3,9.48,0.239,0.457,27069
C0012055,BR056,6972,4,33.03,0.323,0.171,28852
C0019809,BR086,18708,5,23.55,0.235,0.098,60000
C0058678,BR099,8014,3,45.82,0.047,0.326,16444
C0055130,BR015,7990,0,38.12,0.121,0.232,19949
C0000973,BR046,3799,3,16.23,0.141,0.215,10432
C0053452,BR055,1846,4,12.05,0.386,0.391,8532
C0036391,BR092,4752,3,33.56,0.04,0.22,18921
C0053543,BR081,6076,4,37.61,0.035,0.193,29734
C0035357,BR001,19399,1,34.92,0.41,0.162,60000
C0007226,BR014,13559,3,42.59,0.191,0.464,42593
C0033577,BR050,18334,5,29.91,0.022,0.335,60000
C0033302,BR035,3707,4,20.96,0.146,0.241,17579
C0056312,BR055,18482,6,32.71,0.058,0.213,49462
C0017652,BR099,10010,3,56.69,0.286,0.053,49439
C0046115,BR042,13528,2,44.3,0.451,0.168,39333
C0031279,BR065,1820,6,27.77,0.046,0.654,8560
C0039333,BR022,8664,3,23.19,0.142,0.038,18650
C0002637,BR047,14503,1,17.76,0.019,0.577,60000
C0054441,BR079,14779,8,37.83,0.126,0.354,40958
C0007312,BR010,4827,4,41.08,0.36,0.344,12756
C0005962,BR094,8417,3,22.92,0.289,0.227,20419
C0025704,BR028,13995,7,13.95,0.072,0.089,60000
C0024670,BR087,4742,1,33.58,0.153,0.293,11363
C0039120,BR012,10570,3,39.94,0.19,0.541,25278
C0011525,BR083,1858,1,20.71,0.455,0.521,7426
C0040388,BR039,7097,5,42.84,0.318,0.172,34496
C0048717,BR037,2409,2,25.52,0.078,0.12,10704
C0030599,BR033,18485,2,34.66,0.024,0.374,49478
C0030197,BR082,5854,2,19.28,0.265,0.584,23432
C0014428,BR067,4028,1,31.45,0.268,0.278,8592
C0016891,BR023,9837,0,14.43,0.181,0.378,26805
C0053563,BR059,4965,2,36.81,0.365,0.361,19234
C0049590,BR063,2624,2,9.19,0.395,0.284,11162
C0032569,BR059,5400,5,4.08,0.16,0.266,11298
C0057157,BR098,19859,1,29.77,0.087,0.148,42261
C0007979,BR039,5511,4,12.67,0.361,0.306,24258
C0045042,BR075,16619,3,5.86,0.4,0.104,43186
C0014701,BR075,4671,1,37.27,0.1,0.667,15494
C0043490,BR010,19863,2,11.99,0.341,0.176,59644
C0054392,BR006,15457,2,44.33,0.353,0.491,60000
C0050378,BR008,10820,4,25.36,0.302,0.368,49701
C0004133,BR041,5116,2,47.01,0.162,0.624,23962
C0025017,BR009,14752,3,25.58,0.052,0.495,55827
C0041377,BR040,17366,3,21.15,0.221,0.265,60000
C0056023,BR089,8722,4,23.12,0.126,0.023,30160
C0051631,BR002,3573,6,17.33,0.15,0.176,15788
C0028815,BR057,10964,2,6.31,0.018,0.598,23819
C0023838,BR009,9475,0,5.44,0.767,0.318,44147
C0034124,BR046,17902,8,15.78,0.302,0.409,60000
C0040311,BR044,7770,3,71.65,0.027,0.189,37649
C0000329,BR046,17067,3,45.13,0.062,0.157,60000
C0034072,BR009,6782,3,50.97,0.115,0.057,31671
C0002017,BR056,15686,3,26.86,0.013,0.423,56234
C0034644,BR069,16836,4,40.32,0.582,0.51,60000
C0011861,BR003,4987,0,53.72,0.296,0.396,17749
C0011693,BR065,19202,3,31.05,0.354,0.097,60000
C0015285,BR085,11481,8,14.54,0.168,0.048,28573
C0059046,BR030,3667,1,15.76,0.075,0.467,12559
C0051760,BR055,14006,4,17.05,0.499,0.246,37807
C0046920,BR009,15114,1,76.35,0.267,0.202,39995
C0024303,BR077,16852,1,58.14,0.159,0.223,57243
C0036334,BR096,7945,4,47.11,0.133,0.136,18619
C0019709,BR032,10658,0,42.53,0.086,0.415,51535
C0054866,BR022,14220,6,29.73,0.072,0.416,56196
C0043295,BR030,7653,2,9.7,0.277,0.115,15975
C0055259,BR053,3884,2,39.03,0.161,0.04,10626
C0046652,BR013,14559,2,26.29,0.174,0.125,55257
C0011317,BR024,2729,1,24.74,0.119,0.434,12551
C0028526,BR058,13374,3,18.85,0.192,0.224,60000
C0048274,BR071,11282,4,5.82,0.169,0.487,39927
C0000574,BR069,19288,3,41.38,0.067,0.493,60000
C0046872,BR074,15130,1,16.34,0.382,0.294,42972
C0013102,BR015,7280,9,58.11,0.507,0.326,17518
C0031602,BR023,13427,2,44.52,0.02,0.337,47892
C0013550,BR057,16541,1,13.63,0.055,0.249,54270
C0015871,BR095,2699,3,19.39,0.313,0.549,12500
C0028763,BR051,14494,2,53.41,0.035,0.37,53475
C0048518,BR080,19925,5,28.72,0.089,0.303,46079
C0008401,BR007,19021,2,37.89,0.196,0.11,60000
C0034720,BR045,14331,0,20.57,0.227,0.409,60000
C0012922,BR003,7926,2,36.76,0.241,0.293,18138
C0039896,BR010,16081,4,26.1,0.113,0.304,54423
C0042363,BR043,2386,2,32.99,0.128,0.12,8608
C0011890,BR007,13867,4,22.9,0.134,0.534,53363
C0005724,BR035,12060,3,39.66,0.138,0.429,59455
C0016467,BR023,12996,5,18.51,0.524,0.069,28119
C0025907,BR029,19766,1,12.4,0.179,0.617,60000
C0055488,BR008,7544,1,32.54,0.119,0.565,17227
C0035991,BR060,9577,0,36.26,0.314,0.649,39118
C0033422,BR006,16268,2,2.55,0.418,0.8,43619
C0012218,BR055,15816,3,66.86,0.102,0.31,55587
C0016747,BR057,4790,1,16.31,0.15,0.462,18183
C0038796,BR006,13194,1,34.3,0.226,0.109,33091
C0057109,BR092,12939,3,25.36,0.67,0.339,54350
C0044453,BR078,6875,2,40.55,0.116,0.368,13908
C0010353,BR020,1561,2,34.28,0.266,0.768,5000
C0055493,BR009,1884,2,73.16,0.337,0.277,6413
C0025771,BR068,10187,1,3.13,0.023,0.356,43507
C0037805,BR028,2693,3,25.28,0.079,0.315,13201
C0051412,BR078,4949,2,19.13,0.292,0.23,22263
C0006063,BR065,13226,2,13.74,0.112,0.166,53748
C0009682,BR082,2135,2,35.8,0.285,0.235,9612
C0013782,BR058,15091,1,15.16,0.04,0.424,60000
C0055724,BR097,6538,2,30.88,0.337,0.568,16287
C0043461,BR029,17799,2,28.0,0.437,0.348,52724
C0011691,BR092,14545,5,6.34,0.196,0.191,46574
C0015447,BR077,3236,8,6.27,0.144,0.209,8878
C0012607,BR077,15716,5,38.69,0.192,0.167,58676
C0023708,BR053,13350,7,45.64,0.293,0.292,28128
C0048322,BR021,15798,2,6.51,0.286,0.135,60000
C0029517,BR031,10838,2,7.4,0.024,0.617,26970
C0033977,BR039,14521,4,64.93,0.212,0.307,50045
C0036433,BR077,18682,3,28.62,0.265,0.082,56195
C0022031,BR024,5931,5,16.93,0.075,0.497,21930
C0058348,BR039,19116,3,14.4,0.031,0.478,51029
C0018531,BR067,10940,5,14.71,0.102,0.223,45852
C0030660,BR035,11519,2,31.67,0.546,0.857,34238
C0016679,BR059,17912,3,15.79,0.146,0.306,56912
C0014977,BR076,6214,4,13.43,0.379,0.578,27409
C0019046,BR039,2182,4,31.28,0.398,0.195,8113
C0011565,BR017,2403,4,25.05,0.517,0.157,6007
C0004616,BR033,13771,1,24.45,0.275,0.345,58165
C0021705,BR067,19858,3,43.69,0.005,0.134,60000
C0025599,BR008,9150,1,25.98,0.168,0.271,44641
C0019945,BR071,7423,1,32.77,0.012,0.011,36446
C0007739,BR074,11562,1,35.47,0.16,0.183,49677
C0053231,BR067,3025,1,50.32,0.088,0.568,9964
C0013025,BR056,13435,1,27.14,0.04,0.456,60000
C0036017,BR074,9595,4,2.17,0.438,0.099,45624
C0025775,BR039,8921,3,22.24,0.203,0.249,32801
C0026456,BR002,8009,6,34.19,0.286,0.247,23220
C0005007,BR020,16712,3,48.26,0.293,0.706,33483
C0032629,BR035,8997,3,17.69,0.035,0.508,36691
C0059191,BR052,7412,0,22.46,0.255,0.391,19017
C0042859,BR053,4557,6,39.08,0.047,0.377,20241
C0043402,BR002,3738,1,3.31,0.024,0.044,12117
C0044467,BR063,13232,1,59.25,0.336,0.584,57338
C0001505,BR006,15401,2,39.5,0.338,0.081,60000
C0025448,BR060,2799,3,47.46,0.263,0.312,12171
C0046638,BR095,7208,5,35.86,0.275,0.528,14486
C0026078,BR004,7910,5,40.58,0.113,0.134,35071
C0057832,BR084,18436,5,11.86,0.096,0.091,60000
C0036235,BR067,16580,0,13.28,0.155,0.322,52903
C0046387,BR092,15969,4,33.24,0.162,0.34,47580
C0035245,BR037,3622,4,34.95,0.451,0.266,8640
C0054463,BR070,11746,6,45.91,0.151,0.312,32291
C0003040,BR044,15265,2,54.01,0.1,0.287,60000
C0043909,BR098,11229,2,40.89,0.115,0.508,35149
C0023089,BR071,5218,3,19.68,0.246,0.296,12032
C0036528,BR040,6275,4,4.39,0.108,0.305,30593
C0057559,BR042,3433,3,24.39,0.323,0.689,16195
C0049405,BR037,14776,1,27.01,0.018,0.417,36692
C0044874,BR060,5187,3,55.75,0.146,0.101,16560
C0019134,BR070,14352,1,36.13,0.144,0.164,36816
C0021209,BR073,5321,1,23.17,0.218,0.399,25026
C0018168,BR066,19174,1,18.81,0.051,0.228,56765
C0020113,BR060,16109,4,12.25,0.195,0.077,52438
C0013408,BR068,6632,2,41.51,0.196,0.167,20652
C0000471,BR024,12865,4,29.46,0.113,0.55,30390
C0024774,BR083,3452,5,62.35,0.121,0.328,15890
C0011964,BR002,17604,2,5.38,0.184,0.157,38990
C0031526,BR100,4682,4,13.83,0.056,0.328,12971
C0010215,BR092,2518,4,18.34,0.137,0.254,9284
C0050952,BR046,16423,4,24.48,0.374,0.514,60000
C0056683,BR031,1881,4,14.59,0.409,0.562,8872
C0055075,BR037,7764,0,8.13,0.149,0.399,30538
C0028418,BR014,6410,3,18.8,0.29,0.387,26873
C0043968,BR080,19381,3,23.16,0.201,0.09,60000
C0005085,BR039,5641,4,11.74,0.142,0.507,15286
C0001948,BR023,2380,2,25.27,0.213,0.434,11144
C0028331,BR029,1896,1,24.4,0.196,0.369,5354
C0019688,BR020,14066,0,43.78,0.058,0.28,55310
C0018638,BR014,2356,3,17.78,0.189,0.066,6620
C0005949,BR090,16185,4,35.7,0.323,0.184,33778
C0056202,BR047,19078,3,17.25,0.138,0.665,60000
C0057026,BR073,8051,3,19.44,0.373,0.11,30635
C0006858,BR089,2902,1,3.37,0.375,0.182,11851
C0021512,BR055,5942,3,34.37,0.243,0.311,19044
C0019634,BR070,16101,5,54.22,0.177,0.181,57325
C0055715,BR007,12388,3,19.2,0.462,0.51,46802
C0036886,BR005,17197,1,39.54,0.007,0.419,60000
C0031737,BR050,5334,2,17.14,0.315,0.573,24934
C0005630,BR080,16101,1,34.45,0.293,0.603,43001
C0058540,BR099,10329,0,36.46,0.275,0.124,31988
C0043914,BR011,19111,2,31.21,0.208,0.431,60000
C0042654,BR042,16410,2,20.96,0.238,0.662,47574
C0045993,BR067,10466,2,23.11,0.509,0.045,38861
C0017091,BR052,13805,1,54.42,0.556,0.402,41759
C0057106,BR057,12970,5,12.26,0.043,0.444,55809
C0023543,BR080,10026,1,17.54,0.164,0.363,47407
C0016209,BR073,16561,6,3.39,0.262,0.16,51400
C0015593,BR006,17378,2,6.97,0.37,0.547,60000
C0034749,BR005,18160,2,51.02,0.127,0.299,60000
C0023254,BR016,6608,4,10.88,0.333,0.472,13618
C0037147,BR022,11373,0,15.11,0.26,0.224,49055
C0003743,BR071,11083,1,5.74,0.18,0.721,51383
C0013571,BR081,15894,2,29.48,0.02,0.45,60000
C0008963,BR009,5552,1,52.58,0.33,0.249,24379
C0015313,BR052,9920,1,15.86,0.162,0.219,40181
C0056123,BR093,13094,1,35.96,0.086,0.44,50367
C0058852,BR093,13595,2,74.57,0.113,0.481,51022
C0040818,BR016,6173,2,46.92,0.442,0.157,15367
C0011860,BR045,11647,4,48.65,0.27,0.243,50564
C0033769,BR047,8600,4,4.35,0.173,0.583,33837
C0036299,BR061,10932,3,11.6,0.251,0.174,51054
C0046568,BR098,12809,3,39.0,0.017,0.141,60000
C0005203,BR006,15183,2,41.12,0.312,0.197,47486
C0019682,BR020,11276,3,32.87,0.16,0.092,43892
C0033172,BR058,8321,5,31.17,0.224,0.261,38859
C0031082,BR015,10777,2,37.2,0.099,0.354,37996
C0055897,BR015,10073,4,31.75,0.051,0.146,39791
C0057743,BR062,11488,5,9.5,0.056,0.238,43407
C0014854,BR047,12554,2,43.06,0.122,0.45,42361
C0039261,BR056,18939,4,17.75,0.128,0.446,60000
C0018837,BR026,11844,3,31.13,0.377,0.254,46931
C0002087,BR061,11250,5,23.91,0.042,0.057,37506
C0029241,BR046,13405,3,44.51,0.007,0.42,39853
C0037223,BR076,2743,1,21.31,0.097,0.362,12775
C0034065,BR054,16075,2,14.36,0.005,0.395,60000
C0047463,BR096,11323,1,23.13,0.687,0.411,56016
C0043741,BR014,11194,2,27.72,0.054,0.625,29230
C0055144,BR019,16204,4,29.8,0.13,0.129,36779
C0037255,BR053,8221,3,53.7,0.234,0.111,26351
C0016025,BR008,8399,1,10.82,0.194,0.496,21043
C0044893,BR077,11334,3,8.46,0.1,0.265,31907
C0042808,BR068,1579,4,16.97,0.031,0.609,5000
C0023754,BR044,5498,1,27.34,0.192,0.158,14302
C0034995,BR039,10162,4,30.92,0.243,0.375,31460
C0001828,BR010,3356,3,33.2,0.206,0.481,6894
C0037763,BR058,14463,6,12.58,0.036,0.411,56120
C0032312,BR094,9778,5,54.58,0.136,0.119,46518
C0038244,BR007,18609,1,69.18,0.474,0.137,45285
C0053967,BR083,11811,3,29.23,0.157,0.473,54822
C0058541,BR077,17440,4,26.15,0.351,0.278,55243
C0036148,BR095,14281,4,5.92,0.112,0.356,60000
C0019494,BR066,17972,0,37.88,0.182,0.673,60000
C0029068,BR013,4258,2,11.78,0.179,0.215,19843
C0042406,BR050,9365,3,24.58,0.337,0.482,24901
C0030618,BR008,19924,3,13.67,0.136,0.38,60000
C0038329,BR016,12482,5,11.59,0.294,0.417,46882
C0021910,BR008,16462,4,16.14,0.108,0.567,34882
C0013747,BR026,6114,3,14.1,0.187,0.427,19959
C0012663,BR093,16845,6,20.45,0.249,0.496,60000
C0026890,BR032,15381,3,27.46,0.114,0.373,60000
C0015099,BR028,9639,1,22.23,0.068,0.251,41316
C0018145,BR024,5165,3,22.49,0.041,0.084,18022
C0059956,BR055,12740,4,29.95,0.175,0.336,28019
C0058198,BR044,3287,6,22.17,0.121,0.457,7559
C0003109,BR013,8692,2,21.06,0.107,0.752,27929
C0030058,BR060,4412,0,39.36,0.036,0.198,13192
C0048780,BR006,9865,4,55.49,0.08,0.109,40337
C0029257,BR001,14217,3,8.8,0.089,0.345,31752
C0002765,BR008,18626,3,45.18,0.332,0.113,38031
C0014025,BR098,5821,1,29.91,0.321,0.178,20433
C0006636,BR030,3398,1,39.22,0.052,0.584,15342
C0029079,BR017,13014,1,46.71,0.033,0.294,58167
C0015243,BR082,15615,2,23.24,0.091,0.597,56062
C0043257,BR047,18342,3,17.37,0.151,0.3,38657
C0015897,BR040,18270,4,51.24,0.023,0.336,49779
C0019496,BR008,5816,6,6.58,0.26,0.205,17206
C0005442,BR023,12904,5,21.5,0.467,0.075,46255
C0007362,BR038,13789,2,6.64,0.265,0.47,60000
C0021808,BR075,11591,1,9.95,0.197,0.511,38312
C0031690,BR046,17652,3,30.49,0.196,0.125,60000
C0024699,BR065,2183,2,12.69,0.227,0.427,5947
C0007577,BR041,13162,2,6.61,0.173,0.826,60000
C0017889,BR068,15255,6,5.38,0.193,0.188,60000
C0056041,BR065,19974,3,33.61,0.323,0.411,58715
C0047913,BR095,10552,7,3.75,0.257,0.377,50072
C0037045,BR080,10751,6,30.23,0.206,0.618,35792
C0022879,BR033,1902,2,55.07,0.254,0.599,7180
C0023995,BR081,17889,2,46.69,0.003,0.256,60000
C0022537,BR012,11952,3,43.32,0.159,0.337,42544
C0029290,BR024,8493,0,19.46,0.402,0.275,17297
C0019120,BR098,14744,2,39.53,0.093,0.115,60000
C0025552,BR068,14972,0,61.64,0.091,0.086,47439
C0036475,BR028,14891,4,20.62,0.004,0.188,60000
C0002178,BR070,12764,4,49.65,0.244,0.16,39153
C0057669,BR059,19695,4,44.12,0.098,0.447,60000
C0053546,BR015,6886,5,28.67,0.566,0.005,32424
C0030552,BR056,8826,7,36.42,0.249,0.613,33155
C0038432,BR010,16065,2,16.53,0.383,0.41,41253
C0012383,BR021,9033,3,12.24,0.428,0.28,42760
C0002730,BR045,13224,5,33.89,0.212,0.623,60000
C0019014,BR089,2720,2,67.88,0.365,0.164,9166
C0020521,BR064,11389,3,25.27,0.108,0.145,55227
C0037486,BR029,7860,2,11.81,0.138,0.11,16861
C0051912,BR031,1899,4,57.8,0.153,0.13,9206
C0026706,BR015,4761,2,20.8,0.133,0.365,16385
C0036679,BR047,4593,4,24.18,0.111,0.646,14735
C0023674,BR029,16658,4,37.94,0.132,0.253,60000
C0050938,BR042,19759,4,12.0,0.195,0.292,43163
C0011671,BR005,6310,2,16.86,0.192,0.213,13468
C0007014,BR060,11282,5,77.12,0.296,0.051,37540
C0030455,BR079,13900,1,16.92,0.173,0.553,44633
C0052993,BR008,13940,2,49.73,0.07,0.368,60000
C0011035,BR069,9716,0,36.65,0.127,0.117,33748
C0046986,BR043,18708,4,23.07,0.158,0.57,60000
C0012192,BR093,10864,5,23.06,0.082,0.059,23856
C0050847,BR011,13110,4,57.3,0.393,0.545,34225
C0010167,BR058,18033,2,19.74,0.222,0.269,60000
C0055742,BR054,10787,3,34.69,0.248,0.362,50458
C0010373,BR042,9924,3,52.21,0.259,0.21,26554
C0028690,BR071,9221,1,40.01,0.218,0.065,43521
C0052967,BR097,18442,4,18.42,0.137,0.155,60000
C0008551,BR100,7366,5,45.02,0.134,0.405,30576
C0008846,BR028,18575,2,18.85,0.389,0.416,60000
C0037872,BR007,11589,2,12.09,0.178,0.227,34257
C0021329,BR085,12752,4,60.29,0.234,0.426,31179
C0041287,BR097,3083,1,9.78,0.094,0.207,10921
C0006845,BR038,17879,1,17.55,0.342,0.636,46414
C0020388,BR034,11137,4,12.2,0.103,0.566,32171
C0059929,BR002,13356,1,35.87,0.14,0.342,36072
C0052369,BR027,9693,3,55.17,0.074,0.111,37459
C0032585,BR018,10048,4,9.53,0.152,0.297,21202
C0011465,BR073,14924,4,12.15,0.145,0.068,53622
C0013133,BR087,8558,4,32.98,0.086,0.384,19858
C0045785,BR029,2910,4,12.74,0.045,0.36,9403
C0032330,BR021,17409,2,4.33,0.308,0.37,60000
C0008451,BR028,8750,3,33.6,0.219,0.501,41754
C0029110,BR021,12794,3,56.24,0.246,0.277,57466
C0038986,BR031,6505,4,26.69,0.022,0.147,20602
C0039842,BR081,8537,2,4.23,0.031,0.109,20925
C0004393,BR069,18990,2,15.64,0.676,0.699,60000
C0059479,BR015,6148,3,54.1,0.617,0.326,24699
C0058635,BR030,11726,10,52.29,0.197,0.557,45904
C0013004,BR023,8101,2,6.97,0.286,0.143,20831
C0058668,BR040,6766,3,34.06,0.167,0.196,30729
C0005712,BR040,1551,3,51.63,0.255,0.462,5049
C0045548,BR056,17628,3,47.85,0.119,0.373,54685
C0046756,BR045,15149,1,14.57,0.351,0.374,60000
C0048950,BR072,12141,4,10.14,0.101,0.346,41698
C0050854,BR076,18326,0,7.82,0.076,0.372,60000
C0052609,BR099,3823,3,27.0,0.156,0.199,7890
C0005766,BR004,19825,5,14.01,0.083,0.274,58944
C0056094,BR042,9309,5,55.79,0.389,0.302,40891
C0042760,BR072,15517,3,19.8,0.379,0.115,43243
C0014450,BR048,17424,4,25.74,0.094,0.434,52534
C0008507,BR095,11349,2,15.11,0.209,0.457,39287
C0047961,BR056,3451,6,14.08,0.385,0.281,14161
C0038482,BR078,2270,2,21.2,0.132,0.188,10428
C0000840,BR037,11651,4,39.7,0.879,0.299,43767
C0052372,BR047,14461,1,12.63,0.318,0.386,60000
C0013449,BR061,8368,3,30.65,0.026,0.167,28309
C0025946,BR099,19114,2,9.52,0.089,0.797,38582
C0012709,BR059,7902,1,29.84,0.241,0.393,30749
C0054563,BR042,7611,0,23.98,0.134,0.355,35387
C0029382,BR042,11879,5,51.32,0.13,0.129,28813
C0035741,BR024,18158,2,19.58,0.189,0.22,37925
C0002555,BR013,13503,3,14.76,0.162,0.084,31786
C0046898,BR051,4436,4,6.33,0.19,0.505,14892
C0057069,BR054,19059,3,66.34,0.29,0.437,44360
C0025256,BR046,7362,4,70.16,0.08,0.64,15240
C0043764,BR061,8869,2,12.15,0.163,0.241,40385
C0040703,BR088,12071,5,31.84,0.571,0.549,25929
C0055896,BR012,19154,6,28.18,0.027,0.114,43209
C0053952,BR040,9871,6,40.85,0.166,0.035,41200
C0050255,BR082,16391,4,52.05,0.071,0.284,48654
C0026933,BR010,18525,5,37.28,0.097,0.333,57682
C0012327,BR088,12041,5,20.73,0.257,0.219,58529
C0012003,BR076,15029,4,55.76,0.04,0.444,48576
C0038718,BR006,9857,5,55.85,0.129,0.362,33882
C0003048,BR038,18830,1,42.17,0.203,0.319,60000
C0024154,BR036,7623,4,16.31,0.191,0.401,28824
C0045565,BR014,12566,5,45.7,0.082,0.533,32381
